CallNumber,Author,Title,ISBN,PubName,PubYear
JD 3400 Dev,,Developments in electoral geography /,9780415041331; 0415041333,Routledge,1990
JD 3400 ELE,,Elections for sale : the causes and consequences of vote buying /,9781588264343; 1588264343,Lynne Rienner Publishers,2007
JD 3400 ELE,,Electoral authoritarianism : the dynamics of unfree competition /,1588264157; 9781588264152; 1588264408; 9781588264404,L Rienner Publishers Inc,2006
JD 3400 ELE,,Electoral strategies and political marketing /,9780333558942; 0333558944,Macmillan,1992
JD 3400 EVA,,The end of class politics : class voting in comparative context /,9780198280958; 0198280955; 9780198296348; 0198296347,OUP,1999
JD 3400 Ele,,Electioneering : a comparative study of continuity and change /,9780198273752; 0198273754,Clarendon P,1992
JD 3400 Ele,,Electoral change in advanced industrial democracies : realignment or dealignment /,9780691101651; 0691101655,Princeton UP,1984
JD 3400 Ele,,Electoral change in western democracies : patterns and sources of electoral volatility /,9780709907893; 0709907893,Croom Helm,1985
JD 3400 Ele,,Electoral participation : a comparative analysis /,9780803998117; 0803998112,Sage,1980
JD 3400 Eva,"Evans, Jocelyn A. J.",Voters & voting : an introduction /,9780761949107; 0761949100; 9780761949091; 0761949097,SAGE,2004
JD 3400 FAR,,Do political campaigns matter : campaign effects in elections and referendums /,9780415255936; 0415255937,Routledge,2002
JD 3400 FRA,"Franklin, Mark N.",Voter turnout and the dynamics of electoral competition in established democracies since 1945 /,9780521833646; 0521833647; 9780521541473; 0521541476,Cambridge University Press,2004
JD 3400 HAN,,Handbook of political marketing /,9780761911098; 076191109X,Sage Publications,1999
JD 3400 HAN,,Handbook of political party funding /,9781785367960; 178536796X,Edward Elgar Publishing,2018
JD 3400 HOD,"Hodge, Jonathan K., 1980-",The mathematics of voting and elections : a hands-on approach /,9780821837986; 0821837982,American Mathematical Society,2005
JD 3400 Har,"Harrop, Martin.",Elections and voters : a comparative introduction /,9780333347607; 0333347609,Macmillan,1987
JD 3400 Ins,Institute of Electoral Research.,"A review of elections, 1954-1958.",,Institute of Electoral Research,1960
JD 3400 Ins,Institute of Electoral Research.,"A review of elections, 1961-1962.",,The Institute,1964
JD 3400 KAP,"Caplan, Bryan Douglas, 1971-",The myth of the rational voter : why democracies choose bad policies /,0691129428; 9780691129426,Princeton University Press,2007
JD 3400 LEA,,Leaders' personalities and the outcomes of democratic elections /,9780199253135; 0199253137; 9780198297918; 0198297912,Oxford University Press,2002
JD 3400 LOD,"Lodge, Milton author.",The rationalizing voter /,0521763509; 9780521763509; 052117614X; 9780521176149,Cambridge University Press,2013
JD 3400 MAA,"Maarek, Philippe J.",Campaign communication and political marketing /,1444332341; 9781444332346; 144433235X; 9781444332353,Wiley-Blackwell,2011
JD 3400 MAP,,Mapping policy preferences from texts.,0199640041; 9780199640041,Oxford University Press,2013
JD 3400 MER,"Merrill, Samuel, 1939-",A unified theory of voting : directional and proximity spatial models /,9780521665490; 0521665493; 9780521662222; 0521662222,Cambridge University Press,1999
JD 3400 Maa,"Maarek, Philippe J.",Political marketing and communication /,9780861963775; 0861963776,John Libbey,1995
JD 3400 Mac,"Mackie, Thomas T.",The international almanac of electoral history /,9780333452790; 0333452798,Macmillan,1990
JD 3400 NON,,Non-party actors in electoral politics : the role of interest groups and independent citizens in contemporary election campaigns /,3832932518; 9783832932510,Nomos,2008
JD 3400 NOR,"Norris, Pippa.",Electoral engineering : voting rules and political behavior /,9780521536714; 0521536715; 9780521829779; 0521829771,Cambridge University Press,2004
JD 3400 Nie,"Niemi, Richard G.",Controversies in voting behavior /,9780871877062; 0871877066,Congressional Quarterly P,1993
JD 3400 POL,,Political marketing : a comparative perspective /,9780719068713; 0719068711; 9780719068706; 0719068703,Manchester University Press,2005
JD 3400 POL,,"Politics, media and modern democracy : an international study of innovations in electoral campaigning and their consequences /",9780275951825; 0275951820; 9780275951832; 0275951839,Praeger,1996
JD 3400 POW,"Powell, Larry, 1948- author.",Political campaign communication : inside and out /,113829182X; 9781138291829; 1138291811; 9781138291812,Routledge,2018
JD 3400 Par,,Party indentification and beyond : representations of voting and party competition /,9780471013556; 0471013552,Wiley,1976
JD 3400 Pos,,"Postconflict elections, democratization, and international assistance /",9781555877781; 1555877788,Lynne Rienner,1998
JD 3400 ROU,,"The Routledge handbook of elections, voting behavior and public opinion /",9781138890404; 1138890405,Routledge,2018
JD 3400 Ros,"Rose, Richard, 1933-",Electoral Behavior : a Comparative Handbook /,9780029268100; 0029268109,New York Free Press,1974
JD 3400 SCA,"Scalmer, Sean, author.","On the stump : campaign oratory and democracy in the United States, Britain, and Australia /",1439915032; 9781439915035; 1439915040; 9781439915042,Temple University Press,2017
JD 3400 SCA,"Scammell, Margaret.",Consumer democracy : the marketing of politics /,0521836689; 9780521836685; 0521545242; 9780521545242,Cambridge University Press,2014
JD 3400 TUL,"Tullock, Gordon.",The vote motive /,9780255365772; 0255365772,Institute of Economic Affairs,2006
JD 3400 Tay,"Taylor, P. J.",Geography of elections /,9780709900566; 0709900562,Croom Helm,1979
JD 3400 Tel,,Televised election debates : international perspectives /,9780333732632; 0333732634,Macmillan with the Society,2000
JD 3400 Tin,"Tingsten, H.",Political behavior : studies in election statistics /,,King,1937
JD 3400 Tul,"Tullock, Gordon.",On voting : a public choice approach /,9781858986661; 1858986664,Edward Elgar,1998
JD 3400 VOT,,Voting rights in the age of globalization /,9781138653689; 1138653683,Routledge,2016
JD 3400 WAT,"Wattenberg, Martin P., 1956-",Is voting for young people /,9780321435699; 0321435699,Pearson/Longman,2007
JD 3410 (Ele),,Elections in independent Africa /,9780813371672; 0813371678,Westview P,1987
JD 3410 (Vot),,Voting for democracy : watershed elections in contemporary anglophone Africa /,9781855219960; 1855219964,Ashgate,1999
JD 3410 Ken (Ami),"Amin, M.","One man, one vote : a photo-record of Kenya's 1974 general elections /",,East African Publishing House,1975
JD 3410 Ken (Ben),"Bennett, George, 1920-1969.","The Kenyatta election : Kenya, 1960-1961 /",,OUP,1961
JD 3410 S Afr (Ele),,"Election '94 South Africa : the campaigns, results and future prospects /",9780852553886; 0852553889,James Currey,1994
JD 3410 S Afr (Lau),,"Launching democracy in South Africa : the first open election, April 1994 /",9780300063912; 0300063911,Yale UP,1996
JD 3410 Tan (Cli),"Cliffe, Lionel.",One party democracy : the 1965 Tanzania general elections /,,East African Publishing House,1967
JD 3410 Tan (Cli),"Cliffe, Lionel.",Selections from One party democracy : the 1965 Tanzania general elections /,,East African Publishing House,1967
JD 3410 Zim (Cha),"Chan, Stephen, 1949-",The Commonwealth Observer Group in Zimbabwe : a personal memoir /,9780869223567; 0869223569,Mambo P,1985
JD 3410 Zim (Com),Commonwealth Observer Group.,"Southern Rhodesia elections : February, 1980 : the report of the Commonwealth Observer Group on elections leading to independent Zimbabwe.",9780850921779; 0850921775,Commonwealth Secretariat,1980
JD 3420 CAN (ANA),,Anatomy of a Liberal victory : making sense of the vote in the 2000 Canadian election /,9781551114835; 1551114836,Broadview Press,2002
JD 3420 Can (Can),,Canada at the polls : the general election of 1974 /,9780844731780; 0844731781,American Enterprise Institute for Public Policy Research,1975
JD 3420 Can (Can),,The Canadian general election of 2000 /,9781550023565; 155002356X,Dundurn Press,2001
JD 3420 Can (Ham),"Hamelin, J.",Les elections provinciales dans le Quebec /,,Les Presses Universitaires Laval,1960
JD 3420 Can (Let),,Letting the people decide : dynamics of a Canadian election /,9780804720786; 0804720789,Stanford UP,1992
JD 3420 Jam (Wat),"Waters, Anita M.","Race, class and political symbols : Rastafari and reggae in Jamaican politics /",9780887380242; 0887380247; 9780887386329; 0887386326,Transaction,1985
JD 3420 USA (ABR),"Abramson, Paul R., 1949-",Change and continuity in the 2008 and 2010 elections /,1608717984; 9781608717989,CQ Press,2012
JD 3420 USA (AME),,American presidential elections in a comparative perspective : the world is watching /,1498557570; 9781498557573,Lexington Books,2019
JD 3420 USA (Abr),"Abramson, Paul R., 1949-",Change and continuity in the 1988 elections /,9780871875617; 0871875616,CQ P,1991
JD 3420 USA (Abr),"Abramson, Paul R., 1949-",Change and continuity in the 1992 elections /,9780871878397; 0871878399,Congressional Quarterly P,1995
JD 3420 USA (Ada),"Adamany, David W.",Campaign finance in America /,9780878720323; 0878720324,Duxbury P,1972
JD 3420 USA (Ale),"Alexander, Herbert E.","Financing politics : money, elections and political reform /",9780871876911; 0871876914,Congressional Quarterly,1992
JD 3420 USA (Ave),"Avey, Michael J.",The demobilization of American voters : a comprehensive theory of voter turnout /,9780313266003; 031326600X,Greenwood P,1989
JD 3420 USA (BAR),"Barber, James David.",The pulse of politics : electing presidents in the media age /,9780393013412; 0393013413,Norton,1980
JD 3420 USA (BEA),"Bean, Louis H. 1896-1994 (Louis Hyman),",Ballot behavior : a study of presidential elections /,,American Council on Public Affairs,1940
JD 3420 USA (BIM),"Bimber, Bruce A. 1961- (Bruce Allen),",Campaigning online : the Internet in U.S. elections /,9780195151558; 0195151550; 9780195151565; 0195151569,Oxford University Press,2003
JD 3420 USA (Bai),"Bain, H. M.",Ballot position and voter's choice : the arrangement of names on the ballot and its effect on the voter /,,Wayne State UP,1957
JD 3420 USA (Bar),"Barbrook, A.",God save the commonwealth : an electoral history of Massachusetts /,,U of Massachusetts P,1973
JD 3420 USA (Ber),"Berelson, Bernard, 1912-1979.",Voting : a study of opinion formation in a presidential campaign /,,Chicago University Press,1954
JD 3420 USA (Bla),"Black, Earl, 1942-",The vital South : how presidents are elected /,9780674941304; 0674941306,Harvard UP,1992
JD 3420 USA (Bla),"Blanchard, Robert.","Presidential elections, 1948-1960 /",,University of Utah Institute of Government,1961
JD 3420 USA (Bol),"Boller, Paul F.",Presidential campaigns /,9780195034202; 0195034201,OUP,1984
JD 3420 USA (Bon),"Bone, H. A.",Politics and voters /,,McGraw-Hill,1967
JD 3420 USA (Bos),"Boskoff, A.",Voting patterns in a local election /,,Lippincott,1964
JD 3420 USA (Bur),"Burdick, E.",American voting behavior /,,Glencoe Free P,1959
JD 3420 USA (Bur),"Burnham, W. D.",Critical elections and the mainsprings of American politics /,,Norton,1970
JD 3420 USA (CAM),,Campaign finance : the problems and consequences of reform /,9781617700194; 1617700193,International Debate Education Association,2011
JD 3420 USA (CAM),"Campbell, Angus, 1910-",The American voter : an abridgement /,9780471133353; 0471133353,Wiley,1964
JD 3420 USA (CAM),"Campbell, Angus, 1910-",The voter decides /,,Row,1954
JD 3420 USA (Cam),,"Campaign speeches of American presidential candidates, 1948-1984 /",9780804411370; 0804411379,Ungar,1985
JD 3420 USA (Cam),"Campbell, Angus, 1910-",Group differences in attitudes and votes : a study of the 1954 Congressional election /,,Ann Arbor,1956
JD 3420 USA (Cam),"Campbell, Angus, 1910-",The American voter /,,Wiley,1960
JD 3420 USA (Cam),"Campbell, Angus, 1910-",The people elect a president /,,Ann Arbor,1952
JD 3420 USA (Clu),"Clubb, Jerome M.","Partisan realignment : voters, parties and government in American history /",9780803914452; 0803914458,Sage,1980
JD 3420 USA (Con),Congressional Quarterly.,Dollar politics /,,Congressional Quarterly,1971
JD 3420 USA (Con),Congressional Quarterly.,Politics in America /,9780871870223; 0871870223,CQI,1971
JD 3420 USA (Cor),"Corrado, Anthony, 1957-",Creative campaigning : PACs and the presidential selection process /,9780813314501; 081331450X,Westview P,1992
JD 3420 USA (DER),,The deregulatory moment : a comparative perspective on changing campaign finance laws /,9780472052851; 0472052853; 9780472072859; 0472072854,University of Michigan Press,2015
JD 3420 USA (DOP),"Doppelt, Jack C.",Nonvoters : America's no-shows /,9780761919001; 0761919007; 9780761919018; 0761919015,Sage Publications,1999
JD 3420 USA (Dav),"David, P. T.","The presidential election and transition, 1960-1961 /",,Brookings Institution,1961
JD 3420 USA (Daw),"Dawidowicz, Lucy S.",Politics in a pluralist democracy : studies of voting in the 1960 election /,,Institute of Human Relations P,1963
JD 3420 USA (DeV),"De Vries, W.",The ticket-splitter : a new force in American politics /,,William B Eerdman,1972
JD 3420 USA (Dem),,Democracy's feast : elections in America /,9781566430111; 1566430119,Chatham House,1995
JD 3420 USA (Din),"Dinkin, Robert J.",Campaigning in America : a history of election practices /,9780313261671; 0313261679,Greenwood,1989
JD 3420 USA (Doc),,The documentary history of the first federal elections 1788-1790 /,9780299095109; 029909510X,U of Wisconsin P,1984
JD 3420 USA (Doc),,The documentary history of the first federal elections 1788-1790 /,9780299106508; 0299106500,U of Wisconsin P,1986
JD 3420 USA (Doc),,The documentary history of the first federal elections 1788-1790 /,9780299121204; 0299121208,U of Wisconsin P,1989
JD 3420 USA (Doc),,"The documentary history of the first federal elections, 1788-1790 /",9780299066901; 0299066908,U of Wisconsin P,1976
JD 3420 USA (Dov),"Dover, E. D.",The presidential election of 1996 : Clinton's incumbency and television /,9780275962593; 0275962598,Praeger,1998
JD 3420 USA (Dre),"Drew, Elizabeth.",Politics and money : the new road to corruption /,9780025335202; 0025335200,Macmillan,1983
JD 3420 USA (Eat),"Eaton, H.","Presidential timber : a history of nominating conventions, 1868-1960 /",,Free P of Glencoe,1964
